Município,Cód. IBGE,UF,Região,Fabricante,Doses Aplicadas,Dose 1,Dose 2
Lençóis,291930,BA,Nordeste,PFIZER/BIONTECH,97,97,0
Lençóis Paulista,352680,SP,Sudeste,FIOCRUZ/ASTRAZENECA,16565,15603,962
Lençóis Paulista,352680,SP,Sudeste,BUTANTAN/SINOVAC,11475,5749,5726
Lençóis Paulista,352680,SP,Sudeste,PFIZER/BIONTECH,1127,1126,1
Leoberto Leal,420980,SC,Sul,FIOCRUZ/ASTRAZENECA,1062,898,164
Leoberto Leal,420980,SC,Sul,BUTANTAN/SINOVAC,611,350,261
Leopoldina,313840,MG,Sudeste,BUTANTAN/SINOVAC,13599,6938,6661
Leopoldina,313840,MG,Sudeste,FIOCRUZ/ASTRAZENECA,9589,8609,980
Leopoldina,313840,MG,Sudeste,PFIZER/BIONTECH,671,671,0
Leopoldo De Bulhões,521230,GO,Centro-Oeste,FIOCRUZ/ASTRAZENECA,2125,2022,103
Leopoldo De Bulhões,521230,GO,Centro-Oeste,BUTANTAN/SINOVAC,1243,636,607
Leopoldo De Bulhões,521230,GO,Centro-Oeste,PFIZER/BIONTECH,102,102,0
Leópolis,411340,PR,Sul,FIOCRUZ/ASTRAZENECA,1488,1416,72
Leópolis,411340,PR,Sul,BUTANTAN/SINOVAC,987,506,481
Leópolis,411340,PR,Sul,PFIZER/BIONTECH,24,24,0
Liberato Salzano,431160,RS,Sul,BUTANTAN/SINOVAC,2070,1051,1019
Liberato Salzano,431160,RS,Sul,FIOCRUZ/ASTRAZENECA,1341,1207,134
Liberato Salzano,431160,RS,Sul,PFIZER/BIONTECH,89,89,0
Liberdade,313850,MG,Sudeste,BUTANTAN/SINOVAC,1444,772,672
Liberdade,313850,MG,Sudeste,FIOCRUZ/ASTRAZENECA,669,604,65
Licínio De Almeida,291940,BA,Nordeste,BUTANTAN/SINOVAC,2706,1388,1318
Licínio De Almeida,291940,BA,Nordeste,FIOCRUZ/ASTRAZENECA,2419,2218,201
Licínio De Almeida,291940,BA,Nordeste,PFIZER/BIONTECH,157,157,0
Lidianópolis,411342,PR,Sul,FIOCRUZ/ASTRAZENECA,1493,1409,84
Lidianópolis,411342,PR,Sul,BUTANTAN/SINOVAC,1093,562,531
Lidianópolis,411342,PR,Sul,PFIZER/BIONTECH,24,24,0
Lima Campos,210600,MA,Nordeste,FIOCRUZ/ASTRAZENECA,3997,3127,870
Lima Campos,210600,MA,Nordeste,BUTANTAN/SINOVAC,2096,1101,995
Lima Duarte,313860,MG,Sudeste,BUTANTAN/SINOVAC,3201,1928,1273
Lima Duarte,313860,MG,Sudeste,FIOCRUZ/ASTRAZENECA,2109,2083,26
Limeira,352690,SP,Sudeste,FIOCRUZ/ASTRAZENECA,57989,53246,4743
Limeira,352690,SP,Sudeste,BUTANTAN/SINOVAC,57163,32414,24749
Limeira,352690,SP,Sudeste,PFIZER/BIONTECH,3673,3671,2
Limeira Do Oeste,313862,MG,Sudeste,FIOCRUZ/ASTRAZENECA,1852,1716,136
Limeira Do Oeste,313862,MG,Sudeste,BUTANTAN/SINOVAC,1240,643,597
Limeira Do Oeste,313862,MG,Sudeste,PFIZER/BIONTECH,88,88,0
Limoeiro,260890,PE,Nordeste,FIOCRUZ/ASTRAZENECA,14803,13712,1091
Limoeiro,260890,PE,Nordeste,BUTANTAN/SINOVAC,12074,6260,5814
Limoeiro,260890,PE,Nordeste,PFIZER/BIONTECH,1507,1507,0
Limoeiro De Anadia,270420,AL,Nordeste,BUTANTAN/SINOVAC,5744,3064,2680
Limoeiro De Anadia,270420,AL,Nordeste,FIOCRUZ/ASTRAZENECA,4586,3921,665
Limoeiro Do Ajuru,150400,PA,Norte,FIOCRUZ/ASTRAZENECA,3123,2809,314
Limoeiro Do Ajuru,150400,PA,Norte,BUTANTAN/SINOVAC,2181,1185,996
Limoeiro Do Norte,230760,CE,Nordeste,BUTANTAN/SINOVAC,9916,5084,4832
Limoeiro Do Norte,230760,CE,Nordeste,FIOCRUZ/ASTRAZENECA,6428,5636,792
Lindoeste,411345,PR,Sul,BUTANTAN/SINOVAC,1510,837,673
Lindoeste,411345,PR,Sul,FIOCRUZ/ASTRAZENECA,1120,1051,69
Lindóia,352700,SP,Sudeste,FIOCRUZ/ASTRAZENECA,1824,1657,167
Lindóia,352700,SP,Sudeste,BUTANTAN/SINOVAC,1769,920,849
Lindóia,352700,SP,Sudeste,PFIZER/BIONTECH,186,186,0
Lindóia Do Sul,420985,SC,Sul,BUTANTAN/SINOVAC,1414,730,684
Lindóia Do Sul,420985,SC,Sul,FIOCRUZ/ASTRAZENECA,1248,1115,133
Lindóia Do Sul,420985,SC,Sul,PFIZER/BIONTECH,132,132,0
Lindolfo Collor,431162,RS,Sul,FIOCRUZ/ASTRAZENECA,997,948,49
Lindolfo Collor,431162,RS,Sul,BUTANTAN/SINOVAC,879,458,421
Lindolfo Collor,431162,RS,Sul,PFIZER/BIONTECH,100,100,0
Linha Nova,431164,RS,Sul,BUTANTAN/SINOVAC,510,270,240
Linha Nova,431164,RS,Sul,FIOCRUZ/ASTRAZENECA,466,416,50
Linha Nova,431164,RS,Sul,PFIZER/BIONTECH,54,54,0
Linhares,320320,ES,Sudeste,FIOCRUZ/ASTRAZENECA,35751,32768,2983
Linhares,320320,ES,Sudeste,BUTANTAN/SINOVAC,32039,17648,14391
Linhares,320320,ES,Sudeste,PFIZER/BIONTECH,3497,3482,15
Lins,352710,SP,Sudeste,BUTANTAN/SINOVAC,19677,10226,9451
Lins,352710,SP,Sudeste,FIOCRUZ/ASTRAZENECA,18544,16515,2029
Lins,352710,SP,Sudeste,PFIZER/BIONTECH,755,754,1
Livramento,250850,PB,Nordeste,BUTANTAN/SINOVAC,1632,821,811
Livramento,250850,PB,Nordeste,FIOCRUZ/ASTRAZENECA,1015,891,124
Livramento,250850,PB,Nordeste,PFIZER/BIONTECH,66,66,0
Livramento De Nossa Senhora,291950,BA,Nordeste,FIOCRUZ/ASTRAZENECA,11558,10136,1422
Livramento De Nossa Senhora,291950,BA,Nordeste,BUTANTAN/SINOVAC,9952,5186,4766
Livramento De Nossa Senhora,291950,BA,Nordeste,PFIZER/BIONTECH,864,864,0
Lizarda,171240,TO,Norte,BUTANTAN/SINOVAC,671,348,323
Lizarda,171240,TO,Norte,FIOCRUZ/ASTRAZENECA,612,600,12
Loanda,411350,PR,Sul,FIOCRUZ/ASTRAZENECA,6632,6307,325
Loanda,411350,PR,Sul,BUTANTAN/SINOVAC,5040,2641,2399
Loanda,411350,PR,Sul,PFIZER/BIONTECH,776,776,0
Lobato,411360,PR,Sul,FIOCRUZ/ASTRAZENECA,1368,1300,68
Lobato,411360,PR,Sul,BUTANTAN/SINOVAC,937,478,459
Logradouro,250855,PB,Nordeste,BUTANTAN/SINOVAC,912,474,438
Logradouro,250855,PB,Nordeste,FIOCRUZ/ASTRAZENECA,767,683,84
Logradouro,250855,PB,Nordeste,PFIZER/BIONTECH,67,67,0
Londrina,411370,PR,Sul,BUTANTAN/SINOVAC,143927,73346,70581
Londrina,411370,PR,Sul,FIOCRUZ/ASTRAZENECA,116328,102714,13614
Londrina,411370,PR,Sul,PFIZER/BIONTECH,16078,16066,12
Lontra,313865,MG,Sudeste,BUTANTAN/SINOVAC,1886,950,936
Lontra,313865,MG,Sudeste,FIOCRUZ/ASTRAZENECA,1604,1450,154
Lontra,313865,MG,Sudeste,PFIZER/BIONTECH,119,119,0
Lontras,420990,SC,Sul,FIOCRUZ/ASTRAZENECA,2335,2150,185
Lontras,420990,SC,Sul,BUTANTAN/SINOVAC,1786,973,813
Lontras,420990,SC,Sul,PFIZER/BIONTECH,167,167,0
Lorena,352720,SP,Sudeste,FIOCRUZ/ASTRAZENECA,18222,16980,1242
Lorena,352720,SP,Sudeste,BUTANTAN/SINOVAC,17772,9268,8504
Lorena,352720,SP,Sudeste,PFIZER/BIONTECH,637,636,1
Loreto,210610,MA,Nordeste,FIOCRUZ/ASTRAZENECA,2421,2292,129
Loreto,210610,MA,Nordeste,BUTANTAN/SINOVAC,1569,827,742
Lourdes,352725,SP,Sudeste,BUTANTAN/SINOVAC,974,502,472
Lourdes,352725,SP,Sudeste,FIOCRUZ/ASTRAZENECA,762,665,97
Lourdes,352725,SP,Sudeste,PFIZER/BIONTECH,96,95,1
Louveira,352730,SP,Sudeste,FIOCRUZ/ASTRAZENECA,8938,8540,398
Louveira,352730,SP,Sudeste,BUTANTAN/SINOVAC,6520,3380,3140
Louveira,352730,SP,Sudeste,PFIZER/BIONTECH,968,968,0
Lucas Do Rio Verde,510525,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,7710,7137,573
Lucas Do Rio Verde,510525,MT,Centro-Oeste,BUTANTAN/SINOVAC,5068,2800,2268
Lucélia,352740,SP,Sudeste,BUTANTAN/SINOVAC,5088,2706,2382
Lucélia,352740,SP,Sudeste,FIOCRUZ/ASTRAZENECA,4299,3656,643
Lucélia,352740,SP,Sudeste,PFIZER/BIONTECH,214,213,1
Lucena,250860,PB,Nordeste,BUTANTAN/SINOVAC,2122,1055,1067
Lucena,250860,PB,Nordeste,FIOCRUZ/ASTRAZENECA,1258,1147,111
Lucianópolis,352750,SP,Sudeste,BUTANTAN/SINOVAC,706,363,343
Lucianópolis,352750,SP,Sudeste,FIOCRUZ/ASTRAZENECA,704,638,66
Lucianópolis,352750,SP,Sudeste,PFIZER/BIONTECH,56,56,0
Luciara,510530,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,487,447,40
Luciara,510530,MT,Centro-Oeste,BUTANTAN/SINOVAC,451,252,199
Luciara,510530,MT,Centro-Oeste,PFIZER/BIONTECH,42,42,0
Lucrécia,240690,RN,Nordeste,FIOCRUZ/ASTRAZENECA,1546,1436,110
Lucrécia,240690,RN,Nordeste,BUTANTAN/SINOVAC,1483,768,715
Lucrécia,240690,RN,Nordeste,PFIZER/BIONTECH,177,176,1
Luís Antônio,352760,SP,Sudeste,FIOCRUZ/ASTRAZENECA,2955,2788,167
Luís Antônio,352760,SP,Sudeste,BUTANTAN/SINOVAC,2122,1154,968
Luís Antônio,352760,SP,Sudeste,PFIZER/BIONTECH,121,121,0
Luís Correia,220570,PI,Nordeste,BUTANTAN/SINOVAC,3715,1930,1785
Luís Correia,220570,PI,Nordeste,FIOCRUZ/ASTRAZENECA,3325,3094,231
Luís Domingues,210620,MA,Nordeste,FIOCRUZ/ASTRAZENECA,1177,1080,97
Luís Domingues,210620,MA,Nordeste,BUTANTAN/SINOVAC,897,489,408
Luís Eduardo Magalhães,291955,BA,Nordeste,FIOCRUZ/ASTRAZENECA,6597,6289,308
Luís Eduardo Magalhães,291955,BA,Nordeste,BUTANTAN/SINOVAC,6007,3124,2883
Luís Eduardo Magalhães,291955,BA,Nordeste,PFIZER/BIONTECH,396,395,1
Luís Gomes,240700,RN,Nordeste,FIOCRUZ/ASTRAZENECA,2643,2519,124
Luís Gomes,240700,RN,Nordeste,BUTANTAN/SINOVAC,2367,1216,1151
Luís Gomes,240700,RN,Nordeste,PFIZER/BIONTECH,292,291,1
Luisburgo,313867,MG,Sudeste,BUTANTAN/SINOVAC,1074,546,528
Luisburgo,313867,MG,Sudeste,FIOCRUZ/ASTRAZENECA,765,703,62
Luisburgo,313867,MG,Sudeste,PFIZER/BIONTECH,29,29,0
Luislândia,313868,MG,Sudeste,BUTANTAN/SINOVAC,978,518,460
Luislândia,313868,MG,Sudeste,FIOCRUZ/ASTRAZENECA,704,640,64
Luislândia,313868,MG,Sudeste,PFIZER/BIONTECH,18,18,0
Luiz Alves,421000,SC,Sul,BUTANTAN/SINOVAC,2115,1109,1006
Luiz Alves,421000,SC,Sul,FIOCRUZ/ASTRAZENECA,2013,1950,63
Luiz Alves,421000,SC,Sul,PFIZER/BIONTECH,320,320,0
Luiziana,411373,PR,Sul,FIOCRUZ/ASTRAZENECA,2246,2168,78
Luiziana,411373,PR,Sul,BUTANTAN/SINOVAC,1324,679,645
Luiziânia,352770,SP,Sudeste,BUTANTAN/SINOVAC,1097,570,527
Luiziânia,352770,SP,Sudeste,FIOCRUZ/ASTRAZENECA,875,752,123
Luiziânia,352770,SP,Sudeste,PFIZER/BIONTECH,159,159,0
Luminárias,313870,MG,Sudeste,BUTANTAN/SINOVAC,1118,583,535
Luminárias,313870,MG,Sudeste,FIOCRUZ/ASTRAZENECA,1069,982,87
Luminárias,313870,MG,Sudeste,PFIZER/BIONTECH,25,25,0
Lunardelli,411375,PR,Sul,FIOCRUZ/ASTRAZENECA,1409,1314,95
Lunardelli,411375,PR,Sul,BUTANTAN/SINOVAC,1145,614,531
Lupércio,352780,SP,Sudeste,FIOCRUZ/ASTRAZENECA,1170,1059,111
Lupércio,352780,SP,Sudeste,BUTANTAN/SINOVAC,973,512,461
Lupércio,352780,SP,Sudeste,PFIZER/BIONTECH,36,36,0
Lupionópolis,411380,PR,Sul,BUTANTAN/SINOVAC,1181,600,581
Lupionópolis,411380,PR,Sul,FIOCRUZ/ASTRAZENECA,1179,1051,128
Lupionópolis,411380,PR,Sul,PFIZER/BIONTECH,25,25,0
Lutécia,352790,SP,Sudeste,BUTANTAN/SINOVAC,1010,533,477
Lutécia,352790,SP,Sudeste,FIOCRUZ/ASTRAZENECA,751,677,74
Lutécia,352790,SP,Sudeste,PFIZER/BIONTECH,65,65,0
Luz,313880,MG,Sudeste,BUTANTAN/SINOVAC,4197,2156,2041
Luz,313880,MG,Sudeste,FIOCRUZ/ASTRAZENECA,3496,3148,348
Luzerna,421003,SC,Sul,BUTANTAN/SINOVAC,1824,920,904
Luzerna,421003,SC,Sul,FIOCRUZ/ASTRAZENECA,1748,1651,97
Luzerna,421003,SC,Sul,PFIZER/BIONTECH,196,196,0
Luziânia,521250,GO,Centro-Oeste,FIOCRUZ/ASTRAZENECA,30982,28951,2031
Luziânia,521250,GO,Centro-Oeste,BUTANTAN/SINOVAC,22415,11511,10904
Luziânia,521250,GO,Centro-Oeste,PFIZER/BIONTECH,2390,2388,2
Luzilândia,220580,PI,Nordeste,BUTANTAN/SINOVAC,3906,2006,1900
Luzilândia,220580,PI,Nordeste,FIOCRUZ/ASTRAZENECA,3432,3097,335
Luzilândia,220580,PI,Nordeste,PFIZER/BIONTECH,128,128,0
Luzinópolis,171245,TO,Norte,BUTANTAN/SINOVAC,617,319,298
Luzinópolis,171245,TO,Norte,FIOCRUZ/ASTRAZENECA,358,337,21
Macaé,330240,RJ,Sudeste,FIOCRUZ/ASTRAZENECA,19394,18999,395
Macaé,330240,RJ,Sudeste,BUTANTAN/SINOVAC,19136,12306,6830
Macaé,330240,RJ,Sudeste,PFIZER/BIONTECH,2000,2000,0
Macaíba,240710,RN,Nordeste,FIOCRUZ/ASTRAZENECA,10964,9826,1138
Macaíba,240710,RN,Nordeste,BUTANTAN/SINOVAC,10659,5521,5138
Macaíba,240710,RN,Nordeste,PFIZER/BIONTECH,1694,1691,3
Macajuba,291960,BA,Nordeste,BUTANTAN/SINOVAC,1930,1054,876
Macajuba,291960,BA,Nordeste,FIOCRUZ/ASTRAZENECA,573,509,64
Macajuba,291960,BA,Nordeste,PFIZER/BIONTECH,11,11,0
Maçambará,431171,RS,Sul,BUTANTAN/SINOVAC,940,477,463
Maçambará,431171,RS,Sul,FIOCRUZ/ASTRAZENECA,927,853,74
Maçambará,431171,RS,Sul,PFIZER/BIONTECH,187,187,0
Macambira,280370,SE,Nordeste,BUTANTAN/SINOVAC,1738,932,806
Macambira,280370,SE,Nordeste,FIOCRUZ/ASTRAZENECA,1066,1065,1
Macambira,280370,SE,Nordeste,PFIZER/BIONTECH,185,185,0
Macapá,160030,AP,Norte,BUTANTAN/SINOVAC,71769,38802,32967
Macapá,160030,AP,Norte,FIOCRUZ/ASTRAZENECA,63788,59296,4492
Macapá,160030,AP,Norte,PFIZER/BIONTECH,4083,4076,7
Macaparana,260900,PE,Nordeste,FIOCRUZ/ASTRAZENECA,4788,4391,397
Macaparana,260900,PE,Nordeste,BUTANTAN/SINOVAC,4207,2177,2030
Macaparana,260900,PE,Nordeste,PFIZER/BIONTECH,515,515,0
Macarani,291970,BA,Nordeste,FIOCRUZ/ASTRAZENECA,3922,3559,363
Macarani,291970,BA,Nordeste,BUTANTAN/SINOVAC,3075,1628,1447
Macarani,291970,BA,Nordeste,PFIZER/BIONTECH,350,350,0
Macatuba,352800,SP,Sudeste,FIOCRUZ/ASTRAZENECA,4426,4042,384
Macatuba,352800,SP,Sudeste,BUTANTAN/SINOVAC,3706,1867,1839
Macatuba,352800,SP,Sudeste,PFIZER/BIONTECH,277,277,0
Macau,240720,RN,Nordeste,BUTANTAN/SINOVAC,224,207,17
Macau,240720,RN,Nordeste,FIOCRUZ/ASTRAZENECA,11,11,0
Macaubal,352810,SP,Sudeste,BUTANTAN/SINOVAC,2005,1069,936
Macaubal,352810,SP,Sudeste,FIOCRUZ/ASTRAZENECA,1857,1690,167
Macaubal,352810,SP,Sudeste,PFIZER/BIONTECH,158,158,0
Macaúbas,291980,BA,Nordeste,BUTANTAN/SINOVAC,7217,4473,2744
Macaúbas,291980,BA,Nordeste,FIOCRUZ/ASTRAZENECA,4201,3965,236
Macaúbas,291980,BA,Nordeste,PFIZER/BIONTECH,96,95,1
Macedônia,352820,SP,Sudeste,FIOCRUZ/ASTRAZENECA,1505,1391,114
Macedônia,352820,SP,Sudeste,BUTANTAN/SINOVAC,1466,759,707
Macedônia,352820,SP,Sudeste,PFIZER/BIONTECH,97,97,0
Maceió,270430,AL,Nordeste,FIOCRUZ/ASTRAZENECA,197584,160345,37239
Maceió,270430,AL,Nordeste,BUTANTAN/SINOVAC,187353,95278,92075
Maceió,270430,AL,Nordeste,PFIZER/BIONTECH,69831,69636,195
Machacalis,313890,MG,Sudeste,BUTANTAN/SINOVAC,1736,925,811
Machacalis,313890,MG,Sudeste,FIOCRUZ/ASTRAZENECA,1003,886,117
Machacalis,313890,MG,Sudeste,PFIZER/BIONTECH,53,53,0
Machadinho,431170,RS,Sul,BUTANTAN/SINOVAC,1815,1050,765
Machadinho,431170,RS,Sul,FIOCRUZ/ASTRAZENECA,1409,1290,119
Machadinho,431170,RS,Sul,PFIZER/BIONTECH,72,72,0
Machadinho D'Oeste,110013,RO,Norte,FIOCRUZ/ASTRAZENECA,5126,4891,235
Machadinho D'Oeste,110013,RO,Norte,BUTANTAN/SINOVAC,4574,2389,2185
Machadinho D'Oeste,110013,RO,Norte,PFIZER/BIONTECH,581,581,0
Machado,313900,MG,Sudeste,BUTANTAN/SINOVAC,7509,3822,3687
Machado,313900,MG,Sudeste,FIOCRUZ/ASTRAZENECA,6375,5746,629
Machado,313900,MG,Sudeste,PFIZER/BIONTECH,967,967,0
Machados,260910,PE,Nordeste,BUTANTAN/SINOVAC,2440,1492,948
Machados,260910,PE,Nordeste,FIOCRUZ/ASTRAZENECA,2072,1909,163
Machados,260910,PE,Nordeste,PFIZER/BIONTECH,226,226,0
Macieira,421005,SC,Sul,FIOCRUZ/ASTRAZENECA,440,408,32
Macieira,421005,SC,Sul,BUTANTAN/SINOVAC,434,229,205
Macieira,421005,SC,Sul,PFIZER/BIONTECH,48,47,1
Macuco,330245,RJ,Sudeste,FIOCRUZ/ASTRAZENECA,2320,2089,231
Macuco,330245,RJ,Sudeste,BUTANTAN/SINOVAC,2290,1224,1066
Macururé,291990,BA,Nordeste,BUTANTAN/SINOVAC,1717,878,839
Macururé,291990,BA,Nordeste,FIOCRUZ/ASTRAZENECA,1699,1559,140
Macururé,291990,BA,Nordeste,PFIZER/BIONTECH,48,48,0
Madalena,230763,CE,Nordeste,BUTANTAN/SINOVAC,3910,1992,1918
Madalena,230763,CE,Nordeste,FIOCRUZ/ASTRAZENECA,1683,1366,317
Madeiro,220585,PI,Nordeste,FIOCRUZ/ASTRAZENECA,1310,1097,213
Madeiro,220585,PI,Nordeste,BUTANTAN/SINOVAC,1026,545,481
Madeiro,220585,PI,Nordeste,PFIZER/BIONTECH,82,82,0
Madre De Deus,291992,BA,Nordeste,FIOCRUZ/ASTRAZENECA,3577,3459,118
Madre De Deus,291992,BA,Nordeste,BUTANTAN/SINOVAC,3456,1851,1605
Madre De Deus,291992,BA,Nordeste,PFIZER/BIONTECH,774,773,1
Madre De Deus De Minas,313910,MG,Sudeste,FIOCRUZ/ASTRAZENECA,1487,1380,107
Madre De Deus De Minas,313910,MG,Sudeste,BUTANTAN/SINOVAC,1192,611,581
Madre De Deus De Minas,313910,MG,Sudeste,PFIZER/BIONTECH,70,70,0
Mãe D'Água,250870,PB,Nordeste,BUTANTAN/SINOVAC,984,493,491
Mãe D'Água,250870,PB,Nordeste,FIOCRUZ/ASTRAZENECA,699,633,66
Mãe D'Água,250870,PB,Nordeste,PFIZER/BIONTECH,33,33,0
Mãe Do Rio,150405,PA,Norte,FIOCRUZ/ASTRAZENECA,4799,4090,709
Mãe Do Rio,150405,PA,Norte,BUTANTAN/SINOVAC,3066,1582,1484
Maetinga,291995,BA,Nordeste,BUTANTAN/SINOVAC,1451,830,621
Maetinga,291995,BA,Nordeste,FIOCRUZ/ASTRAZENECA,1343,1232,111
Maetinga,291995,BA,Nordeste,PFIZER/BIONTECH,37,37,0
Mafra,421010,SC,Sul,FIOCRUZ/ASTRAZENECA,14013,12906,1107
Mafra,421010,SC,Sul,BUTANTAN/SINOVAC,11095,5971,5124
Mafra,421010,SC,Sul,PFIZER/BIONTECH,661,661,0
Magalhães Barata,150410,PA,Norte,FIOCRUZ/ASTRAZENECA,1702,1203,499
Magalhães Barata,150410,PA,Norte,BUTANTAN/SINOVAC,1329,688,641
Magalhães De Almeida,210630,MA,Nordeste,BUTANTAN/SINOVAC,2113,1233,880
Magalhães De Almeida,210630,MA,Nordeste,FIOCRUZ/ASTRAZENECA,2069,1920,149
Magda,352830,SP,Sudeste,BUTANTAN/SINOVAC,992,499,493
Magda,352830,SP,Sudeste,FIOCRUZ/ASTRAZENECA,784,712,72
Magda,352830,SP,Sudeste,PFIZER/BIONTECH,85,85,0
Magé,330250,RJ,Sudeste,BUTANTAN/SINOVAC,43425,23754,19671
Magé,330250,RJ,Sudeste,FIOCRUZ/ASTRAZENECA,29872,25793,4079
Magé,330250,RJ,Sudeste,PFIZER/BIONTECH,7999,7980,19
Maiquinique,292000,BA,Nordeste,BUTANTAN/SINOVAC,1231,732,499
Maiquinique,292000,BA,Nordeste,FIOCRUZ/ASTRAZENECA,356,281,75
Mairi,292010,BA,Nordeste,BUTANTAN/SINOVAC,4668,2505,2163
Mairi,292010,BA,Nordeste,FIOCRUZ/ASTRAZENECA,4385,3606,779
Mairi,292010,BA,Nordeste,PFIZER/BIONTECH,386,386,0
Mairinque,352840,SP,Sudeste,BUTANTAN/SINOVAC,9721,5293,4428
Mairinque,352840,SP,Sudeste,FIOCRUZ/ASTRAZENECA,8748,8096,652
Mairinque,352840,SP,Sudeste,PFIZER/BIONTECH,229,229,0
Mairiporã,352850,SP,Sudeste,FIOCRUZ/ASTRAZENECA,18153,17440,713
Mairiporã,352850,SP,Sudeste,BUTANTAN/SINOVAC,13858,7845,6013
Mairiporã,352850,SP,Sudeste,PFIZER/BIONTECH,712,712,0
Mairipotaba,521260,GO,Centro-Oeste,FIOCRUZ/ASTRAZENECA,1187,1129,58
Mairipotaba,521260,GO,Centro-Oeste,BUTANTAN/SINOVAC,755,382,373
Mairipotaba,521260,GO,Centro-Oeste,PFIZER/BIONTECH,12,12,0
Major Gercino,421020,SC,Sul,FIOCRUZ/ASTRAZENECA,1144,1005,139
Major Gercino,421020,SC,Sul,BUTANTAN/SINOVAC,643,364,279
Major Isidoro,270440,AL,Nordeste,FIOCRUZ/ASTRAZENECA,4357,4069,288
Major Isidoro,270440,AL,Nordeste,BUTANTAN/SINOVAC,3094,1628,1466
Major Sales,240725,RN,Nordeste,BUTANTAN/SINOVAC,2068,1115,953
Major Sales,240725,RN,Nordeste,FIOCRUZ/ASTRAZENECA,1360,1257,103
Major Sales,240725,RN,Nordeste,PFIZER/BIONTECH,137,137,0
Major Vieira,421030,SC,Sul,FIOCRUZ/ASTRAZENECA,1501,1360,141
Major Vieira,421030,SC,Sul,BUTANTAN/SINOVAC,1479,762,717
Major Vieira,421030,SC,Sul,PFIZER/BIONTECH,192,192,0
Malacacheta,313920,MG,Sudeste,BUTANTAN/SINOVAC,5355,2729,2626
Malacacheta,313920,MG,Sudeste,FIOCRUZ/ASTRAZENECA,2955,2682,273
Malacacheta,313920,MG,Sudeste,PFIZER/BIONTECH,24,24,0
Malhada,292020,BA,Nordeste,FIOCRUZ/ASTRAZENECA,2609,2525,84
Malhada,292020,BA,Nordeste,BUTANTAN/SINOVAC,637,431,206
Malhada De Pedras,292030,BA,Nordeste,BUTANTAN/SINOVAC,1961,985,976
Malhada De Pedras,292030,BA,Nordeste,FIOCRUZ/ASTRAZENECA,1830,1623,207
Malhada De Pedras,292030,BA,Nordeste,PFIZER/BIONTECH,93,92,1
Malhada Dos Bois,280380,SE,Nordeste,BUTANTAN/SINOVAC,632,361,271
Malhada Dos Bois,280380,SE,Nordeste,FIOCRUZ/ASTRAZENECA,439,412,27
Malhada Dos Bois,280380,SE,Nordeste,PFIZER/BIONTECH,68,68,0
Malhador,280390,SE,Nordeste,BUTANTAN/SINOVAC,2406,1248,1158
Malhador,280390,SE,Nordeste,FIOCRUZ/ASTRAZENECA,2122,2122,0
Malhador,280390,SE,Nordeste,PFIZER/BIONTECH,286,286,0
Mallet,411390,PR,Sul,BUTANTAN/SINOVAC,2671,1377,1294
Mallet,411390,PR,Sul,FIOCRUZ/ASTRAZENECA,2627,2431,196
Mallet,411390,PR,Sul,PFIZER/BIONTECH,30,30,0
Malta,250880,PB,Nordeste,BUTANTAN/SINOVAC,1402,723,679
Malta,250880,PB,Nordeste,FIOCRUZ/ASTRAZENECA,1168,1068,100
Malta,250880,PB,Nordeste,PFIZER/BIONTECH,165,165,0
Mamanguape,250890,PB,Nordeste,BUTANTAN/SINOVAC,6528,3879,2649
Mamanguape,250890,PB,Nordeste,FIOCRUZ/ASTRAZENECA,4042,3704,338
Mamanguape,250890,PB,Nordeste,PFIZER/BIONTECH,55,55,0
Mambaí,521270,GO,Centro-Oeste,FIOCRUZ/ASTRAZENECA,2165,1885,280
Mambaí,521270,GO,Centro-Oeste,BUTANTAN/SINOVAC,529,300,229
Mamborê,411400,PR,Sul,FIOCRUZ/ASTRAZENECA,4072,3863,209
Mamborê,411400,PR,Sul,BUTANTAN/SINOVAC,2882,1456,1426
Mamborê,411400,PR,Sul,PFIZER/BIONTECH,35,35,0
Mamonas,313925,MG,Sudeste,BUTANTAN/SINOVAC,1619,863,756
Mamonas,313925,MG,Sudeste,FIOCRUZ/ASTRAZENECA,1332,1232,100
Mamonas,313925,MG,Sudeste,PFIZER/BIONTECH,81,81,0
Mampituba,431173,RS,Sul,FIOCRUZ/ASTRAZENECA,901,809,92
Mampituba,431173,RS,Sul,BUTANTAN/SINOVAC,616,324,292
Mampituba,431173,RS,Sul,PFIZER/BIONTECH,98,98,0
Manacapuru,130250,AM,Norte,FIOCRUZ/ASTRAZENECA,26208,23096,3112
Manacapuru,130250,AM,Norte,BUTANTAN/SINOVAC,7962,4111,3851
Manaíra,250900,PB,Nordeste,BUTANTAN/SINOVAC,2732,1386,1346
Manaíra,250900,PB,Nordeste,FIOCRUZ/ASTRAZENECA,1737,1573,164
Manaíra,250900,PB,Nordeste,PFIZER/BIONTECH,51,51,0
Manaquiri,130255,AM,Norte,FIOCRUZ/ASTRAZENECA,5310,4459,851
Manaquiri,130255,AM,Norte,BUTANTAN/SINOVAC,3161,1702,1459
Manari,260915,PE,Nordeste,BUTANTAN/SINOVAC,2631,1407,1224
Manari,260915,PE,Nordeste,FIOCRUZ/ASTRAZENECA,2487,2312,175
